id,profile_draft_id,brand,fragrance_name,concentration,description_original,family,notes,accords,mood,occasion,season,provenance_summary,source_ids,source_confidence,licensing_risk,copied_restricted_content,review_status,reviewer,rejection_reason
19,19,Halcyon Rue,Quiet Timber,Eau de parfum,"An original AromaTwin profile for Halcyon Rue, built around a mossy, cedar-lined calm. The composition moves from bergamot and iris through oakmoss and patchouli to a base of cedar and leather. A thread of wet stone separates it from others in the same direction.",woody chypre,"bergamot, iris, oakmoss, patchouli, cedar, leather, wet stone","woody, green, leather","refined, grounded","work, evening","autumn, winter","Original first-party profile authored for Halcyon Rue; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",19,0.94,low,false,approved_for_catalogue,library.curation@aromatwin.internal,
20,20,Halcyon Rue,Tidewater Room,Eau de toilette,"Halcyon Rue works a saline, open-air brightness into a fresh aquatic reading. Sea salt and bergamot open the profile, melon and water lily carry its centre, and driftwood and ambergris close it. A thread of green mango separates it from others in the same direction.",fresh aquatic,"sea salt, bergamot, melon, water lily, driftwood, ambergris, green mango","aquatic, marine, fresh, fruity","clean, energising","daytime, casual","spring, summer","Original first-party profile authored for Halcyon Rue; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",20,0.96,low,false,approved_for_catalogue,library.curation@aromatwin.internal,
21,21,Verdigris House,Vanilla Quarter,Eau de parfum,"A gourmand direction from Verdigris House shaped by a warm, edible sweetness. The profile is drawn with vanilla and tonka bean at the top, caramel and coffee at the heart, and benzoin and musk in the base. A thread of rum separates it from others in the same direction.",gourmand,"vanilla, tonka bean, caramel, coffee, benzoin, musk, rum","sweet, gourmand, warm, fruity","comforting, indulgent","evening, casual","autumn, winter","Original first-party profile authored for Verdigris House; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",21,0.88,low,false,approved_for_catalogue,library.curation@aromatwin.internal,
22,22,Verdigris House,Lemon Ledger,Eau de toilette,"An original AromaTwin profile for Verdigris House, built around a sunlit citrus opening over clean herbs. The composition moves from bergamot and lemon through neroli and lavender to a base of rosemary and white musk. A thread of mandarin separates it from others in the same direction.",citrus aromatic,"bergamot, lemon, neroli, lavender, rosemary, white musk, mandarin","citrus, fresh, aromatic, sweet","bright, uplifting","daytime, casual","spring, summer","Original first-party profile authored for Verdigris House; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",22,0.9,low,false,approved_for_catalogue,library.curation@aromatwin.internal,
23,23,Verdigris House,Cut Stems,Eau de parfum,"Verdigris House works a crisp green fougere structure into a aromatic fougere reading. Galbanum and lavender open the profile, geranium and oakmoss carry its centre, and vetiver and tonka bean close it. A thread of mint separates it from others in the same direction.",aromatic fougere,"galbanum, lavender, geranium, oakmoss, vetiver, tonka bean, mint","green, aromatic, woody, fresh","crisp, composed","daytime, work","spring, autumn","Original first-party profile authored for Verdigris House; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",23,0.92,low,false,approved_for_catalogue,library.curation@aromatwin.internal,
24,24,Verdigris House,Crimson Register,Extrait de parfum,"A amber floral direction from Verdigris House shaped by a saffron-lit rose over warm resins. The profile is drawn with rose and saffron at the top, raspberry and patchouli at the heart, and labdanum and vanilla in the base. A thread of clove separates it from others in the same direction.",amber floral,"rose, saffron, raspberry, patchouli, labdanum, vanilla, clove","floral, amber, spicy","opulent, warm","evening, special occasion","autumn, winter","Original first-party profile authored for Verdigris House; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",24,0.94,low,false,approved_for_catalogue,library.curation@aromatwin.internal,
25,25,Lumen Botanica,Cold Swim,Eau de toilette,"An original AromaTwin profile for Lumen Botanica, built around a saline, open-air brightness. The composition moves from sea salt and bergamot through melon and water lily to a base of driftwood and ambergris. A thread of juniper separates it from others in the same direction.",fresh aquatic,"sea salt, bergamot, melon, water lily, driftwood, ambergris, juniper","aquatic, marine, fresh, aromatic","clean, energising","daytime, casual","spring, summer","Original first-party profile authored for Lumen Botanica; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",25,0.96,low,false,approved_for_catalogue,library.curation@aromatwin.internal,
26,26,Lumen Botanica,Petal Archive,Eau de parfum,"Lumen Botanica works a luminous white-floral heart into a white floral reading. Jasmine and tuberose open the profile, orange blossom and ylang ylang carry its centre, and sandalwood and musk close it. A thread of heliotrope separates it from others in the same direction.",white floral,"jasmine, tuberose, orange blossom, ylang ylang, sandalwood, musk, heliotrope","floral, sweet, powdery","romantic, luminous","evening, special occasion","spring, summer","Original first-party profile authored for Lumen Botanica; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",26,0.88,low,false,approved_for_catalogue,library.curation@aromatwin.internal,
27,27,Lumen Botanica,Censer Room,Extrait de parfum,"A amber woody direction from Lumen Botanica shaped by a smoky resinous depth. The profile is drawn with oud and incense at the top, saffron and rose at the heart, and labdanum and sandalwood in the base. A thread of tonka bean separates it from others in the same direction.",amber woody,"oud, incense, saffron, rose, labdanum, sandalwood, tonka bean","amber, woody, smoky, resinous, sweet","opulent, nocturnal","evening, special occasion","autumn, winter","Original first-party profile authored for Lumen Botanica; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",27,0.9,low,false,approved_for_catalogue,library.curation@aromatwin.internal,
28,28,Lumen Botanica,Umbra Fern,Eau de parfum,"An original AromaTwin profile for Lumen Botanica, built around a mossy, cedar-lined calm. The composition moves from bergamot and iris through oakmoss and patchouli to a base of cedar and leather. A thread of dried fig separates it from others in the same direction.",woody chypre,"bergamot, iris, oakmoss, patchouli, cedar, leather, dried fig","woody, green, leather, fruity","refined, grounded","work, evening","autumn, winter","Original first-party profile authored for Lumen Botanica; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",28,0.92,low,false,approved_for_catalogue,library.curation@aromatwin.internal,
29,29,Ferrier & Cole,Velvet Ledger,Extrait de parfum,"Ferrier & Cole works a saffron-lit rose over warm resins into a amber floral reading. Rose and saffron open the profile, raspberry and patchouli carry its centre, and labdanum and vanilla close it. A thread of myrrh separates it from others in the same direction.",amber floral,"rose, saffron, raspberry, patchouli, labdanum, vanilla, myrrh","floral, amber, spicy, resinous","opulent, warm","evening, special occasion","autumn, winter","Original first-party profile authored for Ferrier & Cole; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",29,0.94,low,false,approved_for_catalogue,library.curation@aromatwin.internal,
30,30,Ferrier & Cole,Late Caramel,Eau de parfum,"A gourmand direction from Ferrier & Cole shaped by a warm, edible sweetness. The profile is drawn with vanilla and tonka bean at the top, caramel and coffee at the heart, and benzoin and musk in the base. A thread of cinnamon separates it from others in the same direction.",gourmand,"vanilla, tonka bean, caramel, coffee, benzoin, musk, cinnamon","sweet, gourmand, warm, spicy","comforting, indulgent","evening, casual","autumn, winter","Original first-party profile authored for Ferrier & Cole; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",30,0.96,low,false,approved_for_catalogue,library.curation@aromatwin.internal,
31,31,Ferrier & Cole,Bright Latitude,Eau de toilette,"An original AromaTwin profile for Ferrier & Cole, built around a sunlit citrus opening over clean herbs. The composition moves from bergamot and lemon through neroli and lavender to a base of rosemary and white musk. A thread of basil separates it from others in the same direction.",citrus aromatic,"bergamot, lemon, neroli, lavender, rosemary, white musk, basil","citrus, fresh, aromatic, green","bright, uplifting","daytime, casual","spring, summer","Original first-party profile authored for Ferrier & Cole; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",31,0.88,low,false,approved_for_catalogue,library.curation@aromatwin.internal,
32,32,Ferrier & Cole,Herb Quarter,Eau de parfum,"Ferrier & Cole works a crisp green fougere structure into a aromatic fougere reading. Galbanum and lavender open the profile, geranium and oakmoss carry its centre, and vetiver and tonka bean close it. A thread of angelica separates it from others in the same direction.",aromatic fougere,"galbanum, lavender, geranium, oakmoss, vetiver, tonka bean, angelica","green, aromatic, woody","crisp, composed","daytime, work","spring, autumn","Original first-party profile authored for Ferrier & Cole; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",32,0.9,low,false,approved_for_catalogue,library.curation@aromatwin.internal,
33,33,Saltwood Parfums,Ashwood Letter,Eau de parfum,"A woody chypre direction from Saltwood Parfums shaped by a mossy, cedar-lined calm. The profile is drawn with bergamot and iris at the top, oakmoss and patchouli at the heart, and cedar and leather in the base. A thread of birch tar separates it from others in the same direction.",woody chypre,"bergamot, iris, oakmoss, patchouli, cedar, leather, birch tar","woody, green, leather, smoky","refined, grounded","work, evening","autumn, winter","Original first-party profile authored for Saltwood Parfums; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",33,0.92,low,false,approved_for_catalogue,library.curation@aromatwin.internal,
34,34,Saltwood Parfums,Driftwood Signal,Eau de toilette,"An original AromaTwin profile for Saltwood Parfums, built around a saline, open-air brightness. The composition moves from sea salt and bergamot through melon and water lily to a base of driftwood and ambergris. A thread of blue lotus separates it from others in the same direction.",fresh aquatic,"sea salt, bergamot, melon, water lily, driftwood, ambergris, blue lotus","aquatic, marine, fresh, floral","clean, energising","daytime, casual","spring, summer","Original first-party profile authored for Saltwood Parfums; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",34,0.94,low,false,approved_for_catalogue,library.curation@aromatwin.internal,
35,35,Saltwood Parfums,Jasmine Hour,Eau de parfum,"Saltwood Parfums works a luminous white-floral heart into a white floral reading. Jasmine and tuberose open the profile, orange blossom and ylang ylang carry its centre, and sandalwood and musk close it. A thread of beeswax separates it from others in the same direction.",white floral,"jasmine, tuberose, orange blossom, ylang ylang, sandalwood, musk, beeswax","floral, sweet, powdery, gourmand","romantic, luminous","evening, special occasion","spring, summer","Original first-party profile authored for Saltwood Parfums; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",35,0.96,low,false,approved_for_catalogue,library.curation@aromatwin.internal,
36,36,Saltwood Parfums,Dark Latitude,Extrait de parfum,"A amber woody direction from Saltwood Parfums shaped by a smoky resinous depth. The profile is drawn with oud and incense at the top, saffron and rose at the heart, and labdanum and sandalwood in the base. A thread of frankincense separates it from others in the same direction.",amber woody,"oud, incense, saffron, rose, labdanum, sandalwood, frankincense","amber, woody, smoky, resinous","opulent, nocturnal","evening, special occasion","autumn, winter","Original first-party profile authored for Saltwood Parfums; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",36,0.88,low,false,approved_for_catalogue,library.curation@aromatwin.internal,
37,37,Ombra Fiore,Vetiver Study,Eau de parfum,"An original AromaTwin profile for Ombra Fiore, built around a crisp green fougere structure. The composition moves from galbanum and lavender through geranium and oakmoss to a base of vetiver and tonka bean. A thread of hay separates it from others in the same direction.",aromatic fougere,"galbanum, lavender, geranium, oakmoss, vetiver, tonka bean, hay","green, aromatic, woody, powdery","crisp, composed","daytime, work","spring, autumn","Original first-party profile authored for Ombra Fiore; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",37,0.9,low,false,approved_for_catalogue,library.curation@aromatwin.internal,
38,38,Ombra Fiore,Amber Rose Study,Extrait de parfum,"Ombra Fiore works a saffron-lit rose over warm resins into a amber floral reading. Rose and saffron open the profile, raspberry and patchouli carry its centre, and labdanum and vanilla close it. A thread of praline separates it from others in the same direction.",amber floral,"rose, saffron, raspberry, patchouli, labdanum, vanilla, praline","floral, amber, spicy, gourmand","opulent, warm","evening, special occasion","autumn, winter","Original first-party profile authored for Ombra Fiore; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",38,0.92,low,false,approved_for_catalogue,library.curation@aromatwin.internal,
39,39,Ombra Fiore,Coffee Room,Eau de parfum,"A gourmand direction from Ombra Fiore shaped by a warm, edible sweetness. The profile is drawn with vanilla and tonka bean at the top, caramel and coffee at the heart, and benzoin and musk in the base. A thread of milk separates it from others in the same direction.",gourmand,"vanilla, tonka bean, caramel, coffee, benzoin, musk, milk","sweet, gourmand, warm, powdery","comforting, indulgent","evening, casual","autumn, winter","Original first-party profile authored for Ombra Fiore; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",39,0.94,low,false,approved_for_catalogue,library.curation@aromatwin.internal,
40,40,Ombra Fiore,Neroli Post,Eau de toilette,"An original AromaTwin profile for Ombra Fiore, built around a sunlit citrus opening over clean herbs. The composition moves from bergamot and lemon through neroli and lavender to a base of rosemary and white musk. A thread of petitgrain separates it from others in the same direction.",citrus aromatic,"bergamot, lemon, neroli, lavender, rosemary, white musk, petitgrain","citrus, fresh, aromatic","bright, uplifting","daytime, casual","spring, summer","Original first-party profile authored for Ombra Fiore; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",40,0.96,low,false,approved_for_catalogue,library.curation@aromatwin.internal,
41,41,Northwind Apothecary,Ember Register,Extrait de parfum,"Northwind Apothecary works a smoky resinous depth into a amber woody reading. Oud and incense open the profile, saffron and rose carry its centre, and labdanum and sandalwood close it. A thread of black pepper separates it from others in the same direction.",amber woody,"oud, incense, saffron, rose, labdanum, sandalwood, black pepper","amber, woody, smoky, resinous, spicy","opulent, nocturnal","evening, special occasion","autumn, winter","Original first-party profile authored for Northwind Apothecary; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",41,0.88,low,false,approved_for_catalogue,library.curation@aromatwin.internal,
42,42,Northwind Apothecary,Low Meridian,Eau de parfum,"A woody chypre direction from Northwind Apothecary shaped by a mossy, cedar-lined calm. The profile is drawn with bergamot and iris at the top, oakmoss and patchouli at the heart, and cedar and leather in the base. A thread of grey amber separates it from others in the same direction.",woody chypre,"bergamot, iris, oakmoss, patchouli, cedar, leather, grey amber","woody, green, leather, amber","refined, grounded","work, evening","autumn, winter","Original first-party profile authored for Northwind Apothecary; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",42,0.9,low,false,approved_for_catalogue,library.curation@aromatwin.internal,
43,43,Northwind Apothecary,Open Water,Eau de toilette,"An original AromaTwin profile for Northwind Apothecary, built around a saline, open-air brightness. The composition moves from sea salt and bergamot through melon and water lily to a base of driftwood and ambergris. A thread of grey musk separates it from others in the same direction.",fresh aquatic,"sea salt, bergamot, melon, water lily, driftwood, ambergris, grey musk","aquatic, marine, fresh, musky","clean, energising","daytime, casual","spring, summer","Original first-party profile authored for Northwind Apothecary; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",43,0.92,low,false,approved_for_catalogue,library.curation@aromatwin.internal,
44,44,Northwind Apothecary,Lantern Bloom,Eau de parfum,"Northwind Apothecary works a luminous white-floral heart into a white floral reading. Jasmine and tuberose open the profile, orange blossom and ylang ylang carry its centre, and sandalwood and musk close it. A thread of white amber separates it from others in the same direction.",white floral,"jasmine, tuberose, orange blossom, ylang ylang, sandalwood, musk, white amber","floral, sweet, powdery, amber","romantic, luminous","evening, special occasion","spring, summer","Original first-party profile authored for Northwind Apothecary; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",44,0.94,low,false,approved_for_catalogue,library.curation@aromatwin.internal,
45,45,Calder & Wren,Morning Rind,Eau de toilette,"A citrus aromatic direction from Calder & Wren shaped by a sunlit citrus opening over clean herbs. The profile is drawn with bergamot and lemon at the top, neroli and lavender at the heart, and rosemary and white musk in the base. A thread of ginger separates it from others in the same direction.",citrus aromatic,"bergamot, lemon, neroli, lavender, rosemary, white musk, ginger","citrus, fresh, aromatic, spicy","bright, uplifting","daytime, casual","spring, summer","Original first-party profile authored for Calder & Wren; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",45,0.96,low,false,approved_for_catalogue,library.curation@aromatwin.internal,
46,46,Calder & Wren,Clean Field,Eau de parfum,"An original AromaTwin profile for Calder & Wren, built around a crisp green fougere structure. The composition moves from galbanum and lavender through geranium and oakmoss to a base of vetiver and tonka bean. A thread of coumarin separates it from others in the same direction.",aromatic fougere,"galbanum, lavender, geranium, oakmoss, vetiver, tonka bean, coumarin","green, aromatic, woody, sweet","crisp, composed","daytime, work","spring, autumn","Original first-party profile authored for Calder & Wren; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",46,0.88,low,false,approved_for_catalogue,library.curation@aromatwin.internal,
47,47,Calder & Wren,Deep Bloom,Extrait de parfum,"Calder & Wren works a saffron-lit rose over warm resins into a amber floral reading. Rose and saffron open the profile, raspberry and patchouli carry its centre, and labdanum and vanilla close it. A thread of iris separates it from others in the same direction.",amber floral,"rose, saffron, raspberry, patchouli, labdanum, vanilla, iris","floral, amber, spicy, powdery","opulent, warm","evening, special occasion","autumn, winter","Original first-party profile authored for Calder & Wren; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",47,0.9,low,false,approved_for_catalogue,library.curation@aromatwin.internal,
48,48,Calder & Wren,Soft Confection,Eau de parfum,"A gourmand direction from Calder & Wren shaped by a warm, edible sweetness. The profile is drawn with vanilla and tonka bean at the top, caramel and coffee at the heart, and benzoin and musk in the base. A thread of salted butter separates it from others in the same direction.",gourmand,"vanilla, tonka bean, caramel, coffee, benzoin, musk, salted butter","sweet, gourmand, warm, musky","comforting, indulgent","evening, casual","autumn, winter","Original first-party profile authored for Calder & Wren; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",48,0.92,low,false,approved_for_catalogue,library.curation@aromatwin.internal,
