id,brand_id,brand,brand_slug,name,slug,concentration,description,family,notes,accords,mood,occasion,season,source_confidence,provenance_summary,provenance_references,enrichment_review_id
11,3,Solene Atelier,solene-atelier,Harbour Glass,harbour-glass,Eau de toilette,"Solene Atelier works a saline, open-air brightness into a fresh aquatic reading. Sea salt and bergamot open the profile, melon and water lily carry its centre, and driftwood and ambergris close it. A thread of mineral salt separates it from others in the same direction.",fresh aquatic,"sea salt, bergamot, melon, water lily, driftwood, ambergris, mineral salt","aquatic, marine, fresh","clean, energising","daytime, casual","spring, summer",0.88,"Original first-party profile authored for Solene Atelier; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",11,11
12,3,Solene Atelier,solene-atelier,Tuberose Wing,tuberose-wing,Eau de parfum,"A white floral direction from Solene Atelier shaped by a luminous white-floral heart. The profile is drawn with jasmine and tuberose at the top, orange blossom and ylang ylang at the heart, and sandalwood and musk in the base. A thread of honeysuckle separates it from others in the same direction.",white floral,"jasmine, tuberose, orange blossom, ylang ylang, sandalwood, musk, honeysuckle","floral, sweet, powdery","romantic, luminous","evening, special occasion","spring, summer",0.9,"Original first-party profile authored for Solene Atelier; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",12,12
13,4,Meridian & Ash,meridian-ash,First Terrace,first-terrace,Eau de toilette,"An original AromaTwin profile for Meridian & Ash, built around a sunlit citrus opening over clean herbs. The composition moves from bergamot and lemon through neroli and lavender to a base of rosemary and white musk. A thread of green tea separates it from others in the same direction.",citrus aromatic,"bergamot, lemon, neroli, lavender, rosemary, white musk, green tea","citrus, fresh, aromatic, green","bright, uplifting","daytime, casual","spring, summer",0.92,"Original first-party profile authored for Meridian & Ash; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",13,13
14,4,Meridian & Ash,meridian-ash,Fern Protocol,fern-protocol,Eau de parfum,"Meridian & Ash works a crisp green fougere structure into a aromatic fougere reading. Galbanum and lavender open the profile, geranium and oakmoss carry its centre, and vetiver and tonka bean close it. A thread of fig leaf separates it from others in the same direction.",aromatic fougere,"galbanum, lavender, geranium, oakmoss, vetiver, tonka bean, fig leaf","green, aromatic, woody, fruity","crisp, composed","daytime, work","spring, autumn",0.94,"Original first-party profile authored for Meridian & Ash; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",14,14
15,4,Meridian & Ash,meridian-ash,Saffron Letter,saffron-letter,Extrait de parfum,"A amber floral direction from Meridian & Ash shaped by a saffron-lit rose over warm resins. The profile is drawn with rose and saffron at the top, raspberry and patchouli at the heart, and labdanum and vanilla in the base. A thread of blackcurrant separates it from others in the same direction.",amber floral,"rose, saffron, raspberry, patchouli, labdanum, vanilla, blackcurrant","floral, amber, spicy, fruity","opulent, warm","evening, special occasion","autumn, winter",0.96,"Original first-party profile authored for Meridian & Ash; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",15,15
16,4,Meridian & Ash,meridian-ash,Warm Pantry,warm-pantry,Eau de parfum,"An original AromaTwin profile for Meridian & Ash, built around a warm, edible sweetness. The composition moves from vanilla and tonka bean through caramel and coffee to a base of benzoin and musk. A thread of toasted hazelnut separates it from others in the same direction.",gourmand,"vanilla, tonka bean, caramel, coffee, benzoin, musk, toasted hazelnut","sweet, gourmand, warm, woody","comforting, indulgent","evening, casual","autumn, winter",0.88,"Original first-party profile authored for Meridian & Ash; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",16,16
17,5,Halcyon Rue,halcyon-rue,Night Blossom,night-blossom,Eau de parfum,"Halcyon Rue works a luminous white-floral heart into a white floral reading. Jasmine and tuberose open the profile, orange blossom and ylang ylang carry its centre, and sandalwood and musk close it. A thread of magnolia separates it from others in the same direction.",white floral,"jasmine, tuberose, orange blossom, ylang ylang, sandalwood, musk, magnolia","floral, sweet, powdery, citrus","romantic, luminous","evening, special occasion","spring, summer",0.9,"Original first-party profile authored for Halcyon Rue; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",17,17
18,5,Halcyon Rue,halcyon-rue,Oud Protocol,oud-protocol,Extrait de parfum,"A amber woody direction from Halcyon Rue shaped by a smoky resinous depth. The profile is drawn with oud and incense at the top, saffron and rose at the heart, and labdanum and sandalwood in the base. A thread of dried plum separates it from others in the same direction.",amber woody,"oud, incense, saffron, rose, labdanum, sandalwood, dried plum","amber, woody, smoky, resinous, fruity","opulent, nocturnal","evening, special occasion","autumn, winter",0.92,"Original first-party profile authored for Halcyon Rue; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",18,18
19,5,Halcyon Rue,halcyon-rue,Quiet Timber,quiet-timber,Eau de parfum,"An original AromaTwin profile for Halcyon Rue, built around a mossy, cedar-lined calm. The composition moves from bergamot and iris through oakmoss and patchouli to a base of cedar and leather. A thread of wet stone separates it from others in the same direction.",woody chypre,"bergamot, iris, oakmoss, patchouli, cedar, leather, wet stone","woody, green, leather","refined, grounded","work, evening","autumn, winter",0.94,"Original first-party profile authored for Halcyon Rue; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",19,19
20,5,Halcyon Rue,halcyon-rue,Tidewater Room,tidewater-room,Eau de toilette,"Halcyon Rue works a saline, open-air brightness into a fresh aquatic reading. Sea salt and bergamot open the profile, melon and water lily carry its centre, and driftwood and ambergris close it. A thread of green mango separates it from others in the same direction.",fresh aquatic,"sea salt, bergamot, melon, water lily, driftwood, ambergris, green mango","aquatic, marine, fresh, fruity","clean, energising","daytime, casual","spring, summer",0.96,"Original first-party profile authored for Halcyon Rue; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",20,20
21,6,Verdigris House,verdigris-house,Vanilla Quarter,vanilla-quarter,Eau de parfum,"A gourmand direction from Verdigris House shaped by a warm, edible sweetness. The profile is drawn with vanilla and tonka bean at the top, caramel and coffee at the heart, and benzoin and musk in the base. A thread of rum separates it from others in the same direction.",gourmand,"vanilla, tonka bean, caramel, coffee, benzoin, musk, rum","sweet, gourmand, warm, fruity","comforting, indulgent","evening, casual","autumn, winter",0.88,"Original first-party profile authored for Verdigris House; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",21,21
22,6,Verdigris House,verdigris-house,Lemon Ledger,lemon-ledger,Eau de toilette,"An original AromaTwin profile for Verdigris House, built around a sunlit citrus opening over clean herbs. The composition moves from bergamot and lemon through neroli and lavender to a base of rosemary and white musk. A thread of mandarin separates it from others in the same direction.",citrus aromatic,"bergamot, lemon, neroli, lavender, rosemary, white musk, mandarin","citrus, fresh, aromatic, sweet","bright, uplifting","daytime, casual","spring, summer",0.9,"Original first-party profile authored for Verdigris House; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",22,22
23,6,Verdigris House,verdigris-house,Cut Stems,cut-stems,Eau de parfum,"Verdigris House works a crisp green fougere structure into a aromatic fougere reading. Galbanum and lavender open the profile, geranium and oakmoss carry its centre, and vetiver and tonka bean close it. A thread of mint separates it from others in the same direction.",aromatic fougere,"galbanum, lavender, geranium, oakmoss, vetiver, tonka bean, mint","green, aromatic, woody, fresh","crisp, composed","daytime, work","spring, autumn",0.92,"Original first-party profile authored for Verdigris House; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",23,23
24,6,Verdigris House,verdigris-house,Crimson Register,crimson-register,Extrait de parfum,"A amber floral direction from Verdigris House shaped by a saffron-lit rose over warm resins. The profile is drawn with rose and saffron at the top, raspberry and patchouli at the heart, and labdanum and vanilla in the base. A thread of clove separates it from others in the same direction.",amber floral,"rose, saffron, raspberry, patchouli, labdanum, vanilla, clove","floral, amber, spicy","opulent, warm","evening, special occasion","autumn, winter",0.94,"Original first-party profile authored for Verdigris House; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",24,24
25,7,Lumen Botanica,lumen-botanica,Cold Swim,cold-swim,Eau de toilette,"An original AromaTwin profile for Lumen Botanica, built around a saline, open-air brightness. The composition moves from sea salt and bergamot through melon and water lily to a base of driftwood and ambergris. A thread of juniper separates it from others in the same direction.",fresh aquatic,"sea salt, bergamot, melon, water lily, driftwood, ambergris, juniper","aquatic, marine, fresh, aromatic","clean, energising","daytime, casual","spring, summer",0.96,"Original first-party profile authored for Lumen Botanica; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",25,25
26,7,Lumen Botanica,lumen-botanica,Petal Archive,petal-archive,Eau de parfum,"Lumen Botanica works a luminous white-floral heart into a white floral reading. Jasmine and tuberose open the profile, orange blossom and ylang ylang carry its centre, and sandalwood and musk close it. A thread of heliotrope separates it from others in the same direction.",white floral,"jasmine, tuberose, orange blossom, ylang ylang, sandalwood, musk, heliotrope","floral, sweet, powdery","romantic, luminous","evening, special occasion","spring, summer",0.88,"Original first-party profile authored for Lumen Botanica; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",26,26
27,7,Lumen Botanica,lumen-botanica,Censer Room,censer-room,Extrait de parfum,"A amber woody direction from Lumen Botanica shaped by a smoky resinous depth. The profile is drawn with oud and incense at the top, saffron and rose at the heart, and labdanum and sandalwood in the base. A thread of tonka bean separates it from others in the same direction.",amber woody,"oud, incense, saffron, rose, labdanum, sandalwood, tonka bean","amber, woody, smoky, resinous, sweet","opulent, nocturnal","evening, special occasion","autumn, winter",0.9,"Original first-party profile authored for Lumen Botanica; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",27,27
28,7,Lumen Botanica,lumen-botanica,Umbra Fern,umbra-fern,Eau de parfum,"An original AromaTwin profile for Lumen Botanica, built around a mossy, cedar-lined calm. The composition moves from bergamot and iris through oakmoss and patchouli to a base of cedar and leather. A thread of dried fig separates it from others in the same direction.",woody chypre,"bergamot, iris, oakmoss, patchouli, cedar, leather, dried fig","woody, green, leather, fruity","refined, grounded","work, evening","autumn, winter",0.92,"Original first-party profile authored for Lumen Botanica; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",28,28
29,8,Ferrier & Cole,ferrier-cole,Velvet Ledger,velvet-ledger,Extrait de parfum,"Ferrier & Cole works a saffron-lit rose over warm resins into a amber floral reading. Rose and saffron open the profile, raspberry and patchouli carry its centre, and labdanum and vanilla close it. A thread of myrrh separates it from others in the same direction.",amber floral,"rose, saffron, raspberry, patchouli, labdanum, vanilla, myrrh","floral, amber, spicy, resinous","opulent, warm","evening, special occasion","autumn, winter",0.94,"Original first-party profile authored for Ferrier & Cole; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",29,29
30,8,Ferrier & Cole,ferrier-cole,Late Caramel,late-caramel,Eau de parfum,"A gourmand direction from Ferrier & Cole shaped by a warm, edible sweetness. The profile is drawn with vanilla and tonka bean at the top, caramel and coffee at the heart, and benzoin and musk in the base. A thread of cinnamon separates it from others in the same direction.",gourmand,"vanilla, tonka bean, caramel, coffee, benzoin, musk, cinnamon","sweet, gourmand, warm, spicy","comforting, indulgent","evening, casual","autumn, winter",0.96,"Original first-party profile authored for Ferrier & Cole; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",30,30
31,8,Ferrier & Cole,ferrier-cole,Bright Latitude,bright-latitude,Eau de toilette,"An original AromaTwin profile for Ferrier & Cole, built around a sunlit citrus opening over clean herbs. The composition moves from bergamot and lemon through neroli and lavender to a base of rosemary and white musk. A thread of basil separates it from others in the same direction.",citrus aromatic,"bergamot, lemon, neroli, lavender, rosemary, white musk, basil","citrus, fresh, aromatic, green","bright, uplifting","daytime, casual","spring, summer",0.88,"Original first-party profile authored for Ferrier & Cole; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",31,31
32,8,Ferrier & Cole,ferrier-cole,Herb Quarter,herb-quarter,Eau de parfum,"Ferrier & Cole works a crisp green fougere structure into a aromatic fougere reading. Galbanum and lavender open the profile, geranium and oakmoss carry its centre, and vetiver and tonka bean close it. A thread of angelica separates it from others in the same direction.",aromatic fougere,"galbanum, lavender, geranium, oakmoss, vetiver, tonka bean, angelica","green, aromatic, woody","crisp, composed","daytime, work","spring, autumn",0.9,"Original first-party profile authored for Ferrier & Cole; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",32,32
33,9,Saltwood Parfums,saltwood-parfums,Ashwood Letter,ashwood-letter,Eau de parfum,"A woody chypre direction from Saltwood Parfums shaped by a mossy, cedar-lined calm. The profile is drawn with bergamot and iris at the top, oakmoss and patchouli at the heart, and cedar and leather in the base. A thread of birch tar separates it from others in the same direction.",woody chypre,"bergamot, iris, oakmoss, patchouli, cedar, leather, birch tar","woody, green, leather, smoky","refined, grounded","work, evening","autumn, winter",0.92,"Original first-party profile authored for Saltwood Parfums; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",33,33
34,9,Saltwood Parfums,saltwood-parfums,Driftwood Signal,driftwood-signal,Eau de toilette,"An original AromaTwin profile for Saltwood Parfums, built around a saline, open-air brightness. The composition moves from sea salt and bergamot through melon and water lily to a base of driftwood and ambergris. A thread of blue lotus separates it from others in the same direction.",fresh aquatic,"sea salt, bergamot, melon, water lily, driftwood, ambergris, blue lotus","aquatic, marine, fresh, floral","clean, energising","daytime, casual","spring, summer",0.94,"Original first-party profile authored for Saltwood Parfums; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",34,34
35,9,Saltwood Parfums,saltwood-parfums,Jasmine Hour,jasmine-hour,Eau de parfum,"Saltwood Parfums works a luminous white-floral heart into a white floral reading. Jasmine and tuberose open the profile, orange blossom and ylang ylang carry its centre, and sandalwood and musk close it. A thread of beeswax separates it from others in the same direction.",white floral,"jasmine, tuberose, orange blossom, ylang ylang, sandalwood, musk, beeswax","floral, sweet, powdery, gourmand","romantic, luminous","evening, special occasion","spring, summer",0.96,"Original first-party profile authored for Saltwood Parfums; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",35,35
36,9,Saltwood Parfums,saltwood-parfums,Dark Latitude,dark-latitude,Extrait de parfum,"A amber woody direction from Saltwood Parfums shaped by a smoky resinous depth. The profile is drawn with oud and incense at the top, saffron and rose at the heart, and labdanum and sandalwood in the base. A thread of frankincense separates it from others in the same direction.",amber woody,"oud, incense, saffron, rose, labdanum, sandalwood, frankincense","amber, woody, smoky, resinous","opulent, nocturnal","evening, special occasion","autumn, winter",0.88,"Original first-party profile authored for Saltwood Parfums; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",36,36
37,10,Ombra Fiore,ombra-fiore,Vetiver Study,vetiver-study,Eau de parfum,"An original AromaTwin profile for Ombra Fiore, built around a crisp green fougere structure. The composition moves from galbanum and lavender through geranium and oakmoss to a base of vetiver and tonka bean. A thread of hay separates it from others in the same direction.",aromatic fougere,"galbanum, lavender, geranium, oakmoss, vetiver, tonka bean, hay","green, aromatic, woody, powdery","crisp, composed","daytime, work","spring, autumn",0.9,"Original first-party profile authored for Ombra Fiore; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",37,37
38,10,Ombra Fiore,ombra-fiore,Amber Rose Study,amber-rose-study,Extrait de parfum,"Ombra Fiore works a saffron-lit rose over warm resins into a amber floral reading. Rose and saffron open the profile, raspberry and patchouli carry its centre, and labdanum and vanilla close it. A thread of praline separates it from others in the same direction.",amber floral,"rose, saffron, raspberry, patchouli, labdanum, vanilla, praline","floral, amber, spicy, gourmand","opulent, warm","evening, special occasion","autumn, winter",0.92,"Original first-party profile authored for Ombra Fiore; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",38,38
39,10,Ombra Fiore,ombra-fiore,Coffee Room,coffee-room,Eau de parfum,"A gourmand direction from Ombra Fiore shaped by a warm, edible sweetness. The profile is drawn with vanilla and tonka bean at the top, caramel and coffee at the heart, and benzoin and musk in the base. A thread of milk separates it from others in the same direction.",gourmand,"vanilla, tonka bean, caramel, coffee, benzoin, musk, milk","sweet, gourmand, warm, powdery","comforting, indulgent","evening, casual","autumn, winter",0.94,"Original first-party profile authored for Ombra Fiore; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",39,39
40,10,Ombra Fiore,ombra-fiore,Neroli Post,neroli-post,Eau de toilette,"An original AromaTwin profile for Ombra Fiore, built around a sunlit citrus opening over clean herbs. The composition moves from bergamot and lemon through neroli and lavender to a base of rosemary and white musk. A thread of petitgrain separates it from others in the same direction.",citrus aromatic,"bergamot, lemon, neroli, lavender, rosemary, white musk, petitgrain","citrus, fresh, aromatic","bright, uplifting","daytime, casual","spring, summer",0.96,"Original first-party profile authored for Ombra Fiore; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",40,40
41,11,Northwind Apothecary,northwind-apothecary,Ember Register,ember-register,Extrait de parfum,"Northwind Apothecary works a smoky resinous depth into a amber woody reading. Oud and incense open the profile, saffron and rose carry its centre, and labdanum and sandalwood close it. A thread of black pepper separates it from others in the same direction.",amber woody,"oud, incense, saffron, rose, labdanum, sandalwood, black pepper","amber, woody, smoky, resinous, spicy","opulent, nocturnal","evening, special occasion","autumn, winter",0.88,"Original first-party profile authored for Northwind Apothecary; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",41,41
42,11,Northwind Apothecary,northwind-apothecary,Low Meridian,low-meridian,Eau de parfum,"A woody chypre direction from Northwind Apothecary shaped by a mossy, cedar-lined calm. The profile is drawn with bergamot and iris at the top, oakmoss and patchouli at the heart, and cedar and leather in the base. A thread of grey amber separates it from others in the same direction.",woody chypre,"bergamot, iris, oakmoss, patchouli, cedar, leather, grey amber","woody, green, leather, amber","refined, grounded","work, evening","autumn, winter",0.9,"Original first-party profile authored for Northwind Apothecary; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",42,42
43,11,Northwind Apothecary,northwind-apothecary,Open Water,open-water,Eau de toilette,"An original AromaTwin profile for Northwind Apothecary, built around a saline, open-air brightness. The composition moves from sea salt and bergamot through melon and water lily to a base of driftwood and ambergris. A thread of grey musk separates it from others in the same direction.",fresh aquatic,"sea salt, bergamot, melon, water lily, driftwood, ambergris, grey musk","aquatic, marine, fresh, musky","clean, energising","daytime, casual","spring, summer",0.92,"Original first-party profile authored for Northwind Apothecary; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",43,43
44,11,Northwind Apothecary,northwind-apothecary,Lantern Bloom,lantern-bloom,Eau de parfum,"Northwind Apothecary works a luminous white-floral heart into a white floral reading. Jasmine and tuberose open the profile, orange blossom and ylang ylang carry its centre, and sandalwood and musk close it. A thread of white amber separates it from others in the same direction.",white floral,"jasmine, tuberose, orange blossom, ylang ylang, sandalwood, musk, white amber","floral, sweet, powdery, amber","romantic, luminous","evening, special occasion","spring, summer",0.94,"Original first-party profile authored for Northwind Apothecary; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",44,44
45,12,Calder & Wren,calder-wren,Morning Rind,morning-rind,Eau de toilette,"A citrus aromatic direction from Calder & Wren shaped by a sunlit citrus opening over clean herbs. The profile is drawn with bergamot and lemon at the top, neroli and lavender at the heart, and rosemary and white musk in the base. A thread of ginger separates it from others in the same direction.",citrus aromatic,"bergamot, lemon, neroli, lavender, rosemary, white musk, ginger","citrus, fresh, aromatic, spicy","bright, uplifting","daytime, casual","spring, summer",0.96,"Original first-party profile authored for Calder & Wren; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",45,45
46,12,Calder & Wren,calder-wren,Clean Field,clean-field,Eau de parfum,"An original AromaTwin profile for Calder & Wren, built around a crisp green fougere structure. The composition moves from galbanum and lavender through geranium and oakmoss to a base of vetiver and tonka bean. A thread of coumarin separates it from others in the same direction.",aromatic fougere,"galbanum, lavender, geranium, oakmoss, vetiver, tonka bean, coumarin","green, aromatic, woody, sweet","crisp, composed","daytime, work","spring, autumn",0.88,"Original first-party profile authored for Calder & Wren; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",46,46
47,12,Calder & Wren,calder-wren,Deep Bloom,deep-bloom,Extrait de parfum,"Calder & Wren works a saffron-lit rose over warm resins into a amber floral reading. Rose and saffron open the profile, raspberry and patchouli carry its centre, and labdanum and vanilla close it. A thread of iris separates it from others in the same direction.",amber floral,"rose, saffron, raspberry, patchouli, labdanum, vanilla, iris","floral, amber, spicy, powdery","opulent, warm","evening, special occasion","autumn, winter",0.9,"Original first-party profile authored for Calder & Wren; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",47,47
48,12,Calder & Wren,calder-wren,Soft Confection,soft-confection,Eau de parfum,"A gourmand direction from Calder & Wren shaped by a warm, edible sweetness. The profile is drawn with vanilla and tonka bean at the top, caramel and coffee at the heart, and benzoin and musk in the base. A thread of salted butter separates it from others in the same direction.",gourmand,"vanilla, tonka bean, caramel, coffee, benzoin, musk, salted butter","sweet, gourmand, warm, musky","comforting, indulgent","evening, casual","autumn, winter",0.92,"Original first-party profile authored for Calder & Wren; identity, taxonomy, and description are AromaTwin content reviewed for commercial use.",48,48
